scenario,acting_char,Alice_alive,Alice_underArrest,Alice_angry,Alice_suspect,Alice_at,Bob_alive,Bob_underArrest,Bob_angry,Bob_suspect,Bob_at,Charlie_alive,Charlie_underArrest,Charlie_angry,Charlie_suspect,Charlie_at,Sherlock_alive,Sherlock_underArrest,Sherlock_angry,Sherlock_suspect,Sherlock_at,HomeB_searched,BasketballCourt_searched,Downtown_searched,Basketball_has,Bat_has,Theft_Basketball_HomeB_clues,Theft_Basketball_BasketballCourt_clues,Theft_Basketball_Downtown_clues,Theft_Bat_HomeB_clues,Theft_Bat_BasketballCourt_clues,Theft_Bat_Downtown_clues,Murder_Basketball_HomeB_clues,Murder_Basketball_BasketballCourt_clues,Murder_Basketball_Downtown_clues,Murder_Bat_HomeB_clues,Murder_Bat_BasketballCourt_clues,Murder_Bat_Downtown_clues,results,time
1,Sherlock,1,0,1,2,HomeB,1,0,0,2,Downtown,1,0,1,2,HomeB,1,0,1,2,HomeB,1,1,0,Alice,Charlie,0,0,0,0,0,0,0,0,0,0,0,0,"No solution exists.
",0.7830777168273926
1,Bob,1,0,1,2,BasketballCourt,1,0,0,2,Downtown,1,0,0,2,HomeB,1,0,1,2,HomeB,0,1,1,Charlie,Alice,0,0,0,0,0,0,0,0,0,0,0,0,"Time limit reached.
",5.745629072189331
1,Sherlock,1,0,1,2,Downtown,1,0,0,2,Downtown,1,0,1,2,Downtown,1,0,1,2,Downtown,0,0,1,Charlie,Charlie,0,0,0,0,0,0,0,0,0,0,0,0,"No solution exists.
",0.7718255519866943
1,Alice,1,0,1,2,Downtown,1,0,0,2,Downtown,1,0,0,2,BasketballCourt,1,0,0,2,BasketballCourt,0,1,1,Bob,Alice,0,0,0,0,0,0,0,0,0,0,0,0,"steal(Alice, Bob, Basketball, Downtown) travel(Alice, Downtown, BasketballCourt) play_basketball(Alice, Charlie, BasketballCourt)
",0.7070515155792236
1,Alice,1,0,1,2,Downtown,1,0,1,2,BasketballCourt,1,0,1,2,HomeB,1,0,1,2,BasketballCourt,0,1,0,Charlie,Charlie,0,0,0,0,0,0,0,0,0,0,0,0,"travel(Alice, Downtown, HomeB) steal(Alice, Charlie, Basketball, HomeB) travel(Alice, HomeB, BasketballCourt) play_basketball(Alice, Bob, BasketballCourt)
",0.8669250011444092
1,Charlie,1,0,1,2,HomeB,1,0,0,2,BasketballCourt,1,0,0,2,BasketballCourt,1,0,1,2,HomeB,0,0,0,Bob,Charlie,0,0,0,0,0,0,0,0,0,0,0,0,"travel(Charlie, BasketballCourt, HomeB) kill(Charlie, Alice, Bat, HomeB)
",0.8421874046325684
1,Bob,1,0,1,2,Downtown,1,0,0,2,Downtown,1,0,0,2,HomeB,1,0,1,2,HomeB,1,1,0,Alice,Charlie,0,0,0,0,0,0,0,0,0,0,0,0,"No solution exists.
",0.8256869316101074
1,Charlie,1,0,1,2,BasketballCourt,1,0,0,2,HomeB,1,0,1,2,Downtown,1,0,0,2,HomeB,0,0,0,Alice,Alice,0,0,0,0,0,0,0,0,0,0,0,0,"travel(Charlie, Downtown, BasketballCourt) steal(Charlie, Alice, Basketball, BasketballCourt) kill(Charlie, Alice, Basketball, BasketballCourt)
",0.8282675743103027
1,Bob,1,0,1,2,Downtown,1,0,1,2,BasketballCourt,1,0,0,2,BasketballCourt,1,0,0,2,HomeB,0,0,0,Alice,Charlie,0,0,0,0,0,0,0,0,0,0,0,0,"travel(Bob, BasketballCourt, Downtown) steal(Bob, Alice, Basketball, Downtown) travel(Bob, Downtown, BasketballCourt) play_basketball(Bob, Charlie, BasketballCourt)
",0.9012298583984375
1,Bob,1,0,1,2,HomeB,1,0,0,2,BasketballCourt,1,0,0,2,HomeB,1,0,0,2,BasketballCourt,1,0,1,Bob,Bob,0,0,0,0,0,0,0,0,0,0,0,0,"No solution exists.
",0.9633264541625977
1,Charlie,1,0,1,2,HomeB,1,0,1,2,HomeB,1,0,0,2,BasketballCourt,1,0,1,2,HomeB,1,0,1,Charlie,Charlie,0,0,0,0,0,0,0,0,0,0,0,0,"travel(Charlie, BasketballCourt, HomeB) kill(Charlie, Alice, Basketball, HomeB)
",1.1698524951934814
1,Bob,1,0,1,2,HomeB,1,0,1,2,BasketballCourt,1,0,0,2,Downtown,1,0,0,2,BasketballCourt,0,0,1,Alice,Bob,0,0,0,0,0,0,0,0,0,0,0,0,"No solution exists.
",1.259087324142456
1,Bob,1,0,1,2,Downtown,1,0,0,2,BasketballCourt,1,0,1,2,HomeB,1,0,0,2,Downtown,0,0,0,Alice,Alice,0,0,0,0,0,0,0,0,0,0,0,0,"No solution exists.
",1.0267665386199951
1,Charlie,1,0,1,2,HomeB,1,0,1,2,HomeB,1,0,1,2,Downtown,1,0,1,2,HomeB,1,1,0,Charlie,Charlie,0,0,0,0,0,0,0,0,0,0,0,0,"travel(Charlie, Downtown, HomeB) kill(Charlie, Alice, Basketball, HomeB)
",0.9752380847930908
1,Charlie,1,0,1,2,Downtown,1,0,0,2,Downtown,1,0,0,2,HomeB,1,0,1,2,Downtown,1,0,0,Alice,Charlie,0,0,0,0,0,0,0,0,0,0,0,0,"travel(Charlie, HomeB, Downtown) kill(Charlie, Alice, Bat, Downtown)
",1.1546657085418701
1,Bob,1,0,1,2,BasketballCourt,1,0,1,2,Downtown,1,0,1,2,BasketballCourt,1,0,1,2,Downtown,1,0,0,Bob,Bob,0,0,0,0,0,0,0,0,0,0,0,0,"travel(Bob, Downtown, BasketballCourt) play_basketball(Bob, Alice, BasketballCourt)
",1.4724700450897217
1,Alice,1,0,1,2,HomeB,1,0,1,2,HomeB,1,0,0,2,BasketballCourt,1,0,0,2,Downtown,0,1,1,Bob,Alice,0,0,0,0,0,0,0,0,0,0,0,0,"steal(Alice, Bob, Basketball, HomeB) travel(Alice, HomeB, BasketballCourt) play_basketball(Alice, Charlie, BasketballCourt)
",1.6123433113098145
1,Charlie,1,0,1,2,Downtown,1,0,1,2,BasketballCourt,1,0,0,2,Downtown,1,0,0,2,HomeB,1,1,1,Alice,Alice,0,0,0,0,0,0,0,0,0,0,0,0,"steal(Charlie, Alice, Basketball, Downtown) kill(Charlie, Alice, Basketball, Downtown)
",1.380934476852417
1,Alice,1,0,1,2,HomeB,1,0,0,2,Downtown,1,0,0,2,HomeB,1,0,1,2,BasketballCourt,1,0,0,Charlie,Charlie,0,0,0,0,0,0,0,0,0,0,0,0,"No solution exists.
",1.1213650703430176
1,Bob,1,0,1,2,HomeB,1,0,0,2,HomeB,1,0,1,2,BasketballCourt,1,0,1,2,Downtown,0,1,0,Bob,Bob,0,0,0,0,0,0,0,0,0,0,0,0,"travel(Bob, HomeB, BasketballCourt) play_basketball(Bob, Charlie, BasketballCourt)
",1.1593656539916992
1,Alice,1,0,1,2,HomeB,1,0,0,2,HomeB,1,0,1,2,Downtown,1,0,0,2,HomeB,0,1,1,Alice,Bob,0,0,0,0,0,0,0,0,0,0,0,0,"No solution exists.
",1.2439525127410889
1,Sherlock,1,0,1,2,HomeB,1,0,0,2,Downtown,1,0,0,2,HomeB,1,0,0,2,Downtown,1,0,0,Bob,Bob,0,0,0,0,0,0,0,0,0,0,0,0,"No solution exists.
",1.0013720989227295
1,Charlie,1,0,1,2,BasketballCourt,1,0,0,2,BasketballCourt,1,0,1,2,HomeB,1,0,1,2,BasketballCourt,1,1,0,Alice,Charlie,0,0,0,0,0,0,0,0,0,0,0,0,"travel(Charlie, HomeB, BasketballCourt) kill(Charlie, Alice, Bat, BasketballCourt)
",0.9430587291717529
1,Sherlock,1,0,1,2,BasketballCourt,1,0,1,2,Downtown,1,0,1,2,Downtown,1,0,0,2,HomeB,1,0,0,Alice,Charlie,0,0,0,0,0,0,0,0,0,0,0,0,"No solution exists.
",0.8775267601013184
1,Alice,1,0,1,2,BasketballCourt,1,0,1,2,BasketballCourt,1,0,1,2,Downtown,1,0,0,2,Downtown,0,0,1,Alice,Alice,0,0,0,0,0,0,0,0,0,0,0,0,"play_basketball(Alice, Bob, BasketballCourt)
",0.8463404178619385
1,Bob,1,0,1,2,BasketballCourt,1,0,0,2,Downtown,1,0,1,2,Downtown,1,0,1,2,BasketballCourt,0,0,1,Charlie,Charlie,0,0,0,0,0,0,0,0,0,0,0,0,"steal(Bob, Charlie, Basketball, Downtown) travel(Bob, Downtown, BasketballCourt) play_basketball(Bob, Alice, BasketballCourt)
",0.8657405376434326
1,Alice,1,0,1,2,Downtown,1,0,1,2,Downtown,1,0,0,2,Downtown,1,0,1,2,BasketballCourt,0,1,1,Bob,Charlie,0,0,0,0,0,0,0,0,0,0,0,0,"No solution exists.
",0.8448307514190674
1,Charlie,1,0,1,2,HomeB,1,0,1,2,HomeB,1,0,0,2,Downtown,1,0,0,2,BasketballCourt,0,1,1,Alice,Alice,0,0,0,0,0,0,0,0,0,0,0,0,"travel(Charlie, Downtown, HomeB) steal(Charlie, Alice, Basketball, HomeB) kill(Charlie, Alice, Basketball, HomeB)
",0.9092197418212891
1,Bob,1,0,1,2,HomeB,1,0,1,2,HomeB,1,0,1,2,HomeB,1,0,0,2,HomeB,1,1,0,Alice,Alice,0,0,0,0,0,0,0,0,0,0,0,0,"No solution exists.
",0.872455358505249
1,Bob,1,0,1,2,Downtown,1,0,1,2,Downtown,1,0,0,2,HomeB,1,0,1,2,HomeB,1,0,0,Alice,Charlie,0,0,0,0,0,0,0,0,0,0,0,0,"No solution exists.
",0.8537766933441162
1,Alice,1,0,1,2,BasketballCourt,1,0,1,2,BasketballCourt,1,0,0,2,HomeB,1,0,0,2,Downtown,1,0,0,Bob,Bob,0,0,0,0,0,0,0,0,0,0,0,0,"steal(Alice, Bob, Basketball, BasketballCourt) play_basketball(Alice, Bob, BasketballCourt)
",0.9615862369537354
1,Alice,1,0,1,2,Downtown,1,0,0,2,HomeB,1,0,1,2,BasketballCourt,1,0,1,2,BasketballCourt,1,1,0,Bob,Alice,0,0,0,0,0,0,0,0,0,0,0,0,"travel(Alice, Downtown, HomeB) steal(Alice, Bob, Basketball, HomeB) travel(Alice, HomeB, BasketballCourt) play_basketball(Alice, Charlie, BasketballCourt)
",0.8538038730621338
1,Alice,1,0,1,2,BasketballCourt,1,0,0,2,BasketballCourt,1,0,1,2,Downtown,1,0,1,2,HomeB,1,0,0,Bob,Bob,0,0,0,0,0,0,0,0,0,0,0,0,"steal(Alice, Bob, Basketball, BasketballCourt) play_basketball(Alice, Bob, BasketballCourt)
",0.8621165752410889
1,Sherlock,1,0,1,2,Downtown,1,0,1,2,Downtown,1,0,1,2,BasketballCourt,1,0,1,2,HomeB,0,1,0,Bob,Bob,0,0,0,0,0,0,0,0,0,0,0,0,"No solution exists.
",1.0742619037628174
1,Bob,1,0,1,2,Downtown,1,0,0,2,HomeB,1,0,0,2,HomeB,1,0,0,2,HomeB,1,1,1,Alice,Alice,0,0,0,0,0,0,0,0,0,0,0,0,"No solution exists.
",0.9428393840789795
1,Alice,1,0,1,2,Downtown,1,0,0,2,BasketballCourt,1,0,0,2,HomeB,1,0,1,2,BasketballCourt,0,1,0,Alice,Alice,0,0,0,0,0,0,0,0,0,0,0,0,"travel(Alice, Downtown, BasketballCourt) play_basketball(Alice, Bob, BasketballCourt)
",0.8918516635894775
1,Sherlock,1,0,1,2,Downtown,1,0,1,2,BasketballCourt,1,0,1,2,BasketballCourt,1,0,1,2,Downtown,1,1,1,Bob,Charlie,0,0,0,0,0,0,0,0,0,0,0,0,"No solution exists.
",0.8217360973358154
1,Sherlock,1,0,1,2,BasketballCourt,1,0,1,2,HomeB,1,0,0,2,Downtown,1,0,1,2,HomeB,0,1,0,Charlie,Alice,0,0,0,0,0,0,0,0,0,0,0,0,"No solution exists.
",0.9096510410308838
1,Bob,1,0,1,2,BasketballCourt,1,0,0,2,BasketballCourt,1,0,1,2,Downtown,1,0,0,2,HomeB,0,0,1,Bob,Charlie,0,0,0,0,0,0,0,0,0,0,0,0,"play_basketball(Bob, Alice, BasketballCourt)
",0.856999397277832
1,Alice,1,0,1,2,BasketballCourt,1,0,1,2,BasketballCourt,1,0,1,2,HomeB,1,0,0,2,Downtown,0,0,0,Charlie,Bob,0,0,0,0,0,0,0,0,0,0,0,0,"travel(Alice, BasketballCourt, HomeB) steal(Alice, Charlie, Basketball, HomeB) travel(Alice, HomeB, BasketballCourt) play_basketball(Alice, Bob, BasketballCourt)
",0.8796236515045166
1,Sherlock,1,0,1,2,BasketballCourt,1,0,0,2,HomeB,1,0,0,2,HomeB,1,0,1,2,Downtown,0,1,0,Alice,Alice,0,0,0,0,0,0,0,0,0,0,0,0,"No solution exists.
",0.8100979328155518
1,Alice,1,0,1,2,Downtown,1,0,0,2,HomeB,1,0,1,2,HomeB,1,0,0,2,Downtown,0,1,0,Alice,Charlie,0,0,0,0,0,0,0,0,0,0,0,0,"No solution exists.
",0.7634270191192627
1,Sherlock,1,0,1,2,HomeB,1,0,0,2,Downtown,1,0,0,2,HomeB,1,0,1,2,Downtown,1,1,1,Bob,Alice,0,0,0,0,0,0,0,0,0,0,0,0,"No solution exists.
",0.7855837345123291
1,Charlie,1,0,1,2,BasketballCourt,1,0,0,2,Downtown,1,0,0,2,Downtown,1,0,1,2,Downtown,0,1,1,Alice,Alice,0,0,0,0,0,0,0,0,0,0,0,0,"travel(Charlie, Downtown, BasketballCourt) steal(Charlie, Alice, Basketball, BasketballCourt) kill(Charlie, Alice, Basketball, BasketballCourt)
",0.8277437686920166
1,Bob,1,0,1,2,Downtown,1,0,1,2,HomeB,1,0,1,2,Downtown,1,0,0,2,Downtown,1,0,1,Charlie,Bob,0,0,0,0,0,0,0,0,0,0,0,0,"No solution exists.
",0.7889518737792969
1,Bob,1,0,1,2,BasketballCourt,1,0,0,2,Downtown,1,0,1,2,BasketballCourt,1,0,1,2,HomeB,0,0,1,Bob,Charlie,0,0,0,0,0,0,0,0,0,0,0,0,"travel(Bob, Downtown, BasketballCourt) play_basketball(Bob, Alice, BasketballCourt)
",0.789724588394165
1,Alice,1,0,1,2,Downtown,1,0,0,2,Downtown,1,0,0,2,Downtown,1,0,1,2,Downtown,0,0,1,Bob,Alice,0,0,0,0,0,0,0,0,0,0,0,0,"No solution exists.
",0.7615470886230469
1,Sherlock,1,0,1,2,BasketballCourt,1,0,1,2,BasketballCourt,1,0,0,2,Downtown,1,0,1,2,HomeB,0,0,0,Bob,Charlie,0,0,0,0,0,0,0,0,0,0,0,0,"No solution exists.
",0.7668285369873047
1,Charlie,1,0,1,2,BasketballCourt,1,0,0,2,Downtown,1,0,0,2,HomeB,1,0,0,2,BasketballCourt,1,0,1,Charlie,Bob,0,0,0,0,0,0,0,0,0,0,0,0,"travel(Charlie, HomeB, BasketballCourt) kill(Charlie, Alice, Basketball, BasketballCourt)
",0.7910382747650146
1,Charlie,1,0,1,2,BasketballCourt,1,0,0,2,BasketballCourt,1,0,1,2,HomeB,1,0,1,2,Downtown,0,0,0,Alice,Charlie,0,0,0,0,0,0,0,0,0,0,0,0,"travel(Charlie, HomeB, BasketballCourt) kill(Charlie, Alice, Bat, BasketballCourt)
",0.8110935688018799
1,Sherlock,1,0,1,2,BasketballCourt,1,0,1,2,HomeB,1,0,0,2,HomeB,1,0,0,2,HomeB,0,0,1,Bob,Alice,0,0,0,0,0,0,0,0,0,0,0,0,"No solution exists.
",0.8126130104064941
1,Charlie,1,0,1,2,Downtown,1,0,0,2,HomeB,1,0,1,2,BasketballCourt,1,0,0,2,Downtown,0,1,0,Alice,Alice,0,0,0,0,0,0,0,0,0,0,0,0,"travel(Charlie, BasketballCourt, Downtown) steal(Charlie, Alice, Basketball, Downtown) kill(Charlie, Alice, Basketball, Downtown)
",0.7885689735412598
1,Alice,1,0,1,2,HomeB,1,0,0,2,HomeB,1,0,0,2,HomeB,1,0,0,2,Downtown,0,1,0,Alice,Charlie,0,0,0,0,0,0,0,0,0,0,0,0,"No solution exists.
",0.820164680480957
1,Bob,1,0,1,2,BasketballCourt,1,0,1,2,HomeB,1,0,0,2,BasketballCourt,1,0,1,2,Downtown,1,0,1,Alice,Bob,0,0,0,0,0,0,0,0,0,0,0,0,"travel(Bob, HomeB, BasketballCourt) steal(Bob, Alice, Basketball, BasketballCourt) play_basketball(Bob, Alice, BasketballCourt)
",0.7556777000427246
1,Bob,1,0,1,2,BasketballCourt,1,0,0,2,HomeB,1,0,0,2,HomeB,1,0,1,2,Downtown,0,0,0,Charlie,Charlie,0,0,0,0,0,0,0,0,0,0,0,0,"Time limit reached.
",5.7803053855896
1,Sherlock,1,0,1,2,Downtown,1,0,1,2,BasketballCourt,1,0,0,2,HomeB,1,0,0,2,BasketballCourt,0,1,0,Alice,Bob,0,0,0,0,0,0,0,0,0,0,0,0,"No solution exists.
",0.7074499130249023
1,Bob,1,0,1,2,HomeB,1,0,0,2,Downtown,1,0,1,2,Downtown,1,0,1,2,HomeB,1,0,0,Alice,Alice,0,0,0,0,0,0,0,0,0,0,0,0,"No solution exists.
",0.7187390327453613
1,Alice,1,0,1,2,HomeB,1,0,0,2,BasketballCourt,1,0,1,2,HomeB,1,0,0,2,HomeB,0,0,1,Bob,Charlie,0,0,0,0,0,0,0,0,0,0,0,0,"travel(Alice, HomeB, BasketballCourt) steal(Alice, Bob, Basketball, BasketballCourt) play_basketball(Alice, Bob, BasketballCourt)
",0.8634963035583496
1,Bob,1,0,1,2,HomeB,1,0,0,2,Downtown,1,0,0,2,Downtown,1,0,0,2,Downtown,0,1,0,Charlie,Bob,0,0,0,0,0,0,0,0,0,0,0,0,"No solution exists.
",0.7134125232696533
1,Charlie,1,0,1,2,Downtown,1,0,0,2,Downtown,1,0,0,2,BasketballCourt,1,0,0,2,Downtown,1,0,0,Alice,Charlie,0,0,0,0,0,0,0,0,0,0,0,0,"travel(Charlie, BasketballCourt, Downtown) kill(Charlie, Alice, Bat, Downtown)
",0.7465806007385254
1,Charlie,1,0,1,2,BasketballCourt,1,0,1,2,Downtown,1,0,1,2,BasketballCourt,1,0,0,2,BasketballCourt,0,1,1,Bob,Bob,0,0,0,0,0,0,0,0,0,0,0,0,"travel(Charlie, BasketballCourt, Downtown) steal(Charlie, Bob, Basketball, Downtown) travel(Charlie, Downtown, BasketballCourt) kill(Charlie, Alice, Basketball, BasketballCourt)
",0.8132600784301758
1,Bob,1,0,1,2,Downtown,1,0,1,2,BasketballCourt,1,0,1,2,Downtown,1,0,0,2,BasketballCourt,0,1,1,Charlie,Bob,0,0,0,0,0,0,0,0,0,0,0,0,"No solution exists.
",0.8108739852905273
1,Sherlock,1,0,1,2,BasketballCourt,1,0,1,2,BasketballCourt,1,0,1,2,HomeB,1,0,0,2,BasketballCourt,1,1,0,Charlie,Bob,0,0,0,0,0,0,0,0,0,0,0,0,"No solution exists.
",0.8106698989868164
1,Sherlock,1,0,1,2,Downtown,1,0,1,2,Downtown,1,0,1,2,BasketballCourt,1,0,1,2,Downtown,0,1,0,Charlie,Alice,0,0,0,0,0,0,0,0,0,0,0,0,"No solution exists.
",0.7964878082275391
1,Bob,1,0,1,2,HomeB,1,0,0,2,BasketballCourt,1,0,1,2,HomeB,1,0,1,2,Downtown,1,0,1,Charlie,Alice,0,0,0,0,0,0,0,0,0,0,0,0,"No solution exists.
",0.9137306213378906
1,Bob,1,0,1,2,Downtown,1,0,1,2,HomeB,1,0,1,2,Downtown,1,0,1,2,HomeB,1,1,1,Alice,Bob,0,0,0,0,0,0,0,0,0,0,0,0,"No solution exists.
",0.7974262237548828
1,Charlie,1,0,1,2,BasketballCourt,1,0,0,2,BasketballCourt,1,0,0,2,HomeB,1,0,0,2,Downtown,0,0,0,Bob,Charlie,0,0,0,0,0,0,0,0,0,0,0,0,"travel(Charlie, HomeB, BasketballCourt) kill(Charlie, Alice, Bat, BasketballCourt)
",0.8222758769989014
1,Alice,1,0,1,2,BasketballCourt,1,0,0,2,Downtown,1,0,1,2,HomeB,1,0,1,2,BasketballCourt,0,0,0,Alice,Bob,0,0,0,0,0,0,0,0,0,0,0,0,"No solution exists.
",0.8171091079711914
1,Bob,1,0,1,2,Downtown,1,0,0,2,Downtown,1,0,0,2,HomeB,1,0,1,2,HomeB,1,0,0,Bob,Alice,0,0,0,0,0,0,0,0,0,0,0,0,"No solution exists.
",0.8242335319519043
1,Alice,1,0,1,2,Downtown,1,0,0,2,HomeB,1,0,1,2,HomeB,1,0,0,2,BasketballCourt,0,1,1,Charlie,Bob,0,0,0,0,0,0,0,0,0,0,0,0,"No solution exists.
",0.7982733249664307
1,Alice,1,0,1,2,BasketballCourt,1,0,0,2,BasketballCourt,1,0,1,2,Downtown,1,0,1,2,BasketballCourt,1,1,0,Charlie,Alice,0,0,0,0,0,0,0,0,0,0,0,0,"travel(Alice, BasketballCourt, Downtown) steal(Alice, Charlie, Basketball, Downtown) travel(Alice, Downtown, BasketballCourt) play_basketball(Alice, Bob, BasketballCourt)
",0.8134636878967285
1,Sherlock,1,0,1,2,BasketballCourt,1,0,0,2,HomeB,1,0,0,2,HomeB,1,0,1,2,Downtown,1,1,0,Alice,Alice,0,0,0,0,0,0,0,0,0,0,0,0,"No solution exists.
",0.7601497173309326
1,Bob,1,0,1,2,BasketballCourt,1,0,0,2,HomeB,1,0,0,2,Downtown,1,0,1,2,BasketballCourt,0,0,0,Bob,Alice,0,0,0,0,0,0,0,0,0,0,0,0,"travel(Bob, HomeB, BasketballCourt) play_basketball(Bob, Alice, BasketballCourt)
",0.838249921798706
1,Bob,1,0,1,2,Downtown,1,0,1,2,Downtown,1,0,1,2,BasketballCourt,1,0,1,2,HomeB,1,1,1,Charlie,Alice,0,0,0,0,0,0,0,0,0,0,0,0,"travel(Bob, Downtown, BasketballCourt) steal(Bob, Charlie, Basketball, BasketballCourt) play_basketball(Bob, Charlie, BasketballCourt)
",0.7954308986663818
1,Charlie,1,0,1,2,Downtown,1,0,0,2,BasketballCourt,1,0,0,2,Downtown,1,0,1,2,BasketballCourt,0,0,0,Alice,Bob,0,0,0,0,0,0,0,0,0,0,0,0,"steal(Charlie, Alice, Basketball, Downtown) kill(Charlie, Alice, Basketball, Downtown)
",0.8243870735168457
1,Alice,1,0,1,2,BasketballCourt,1,0,1,2,Downtown,1,0,1,2,Downtown,1,0,1,2,BasketballCourt,1,1,0,Charlie,Bob,0,0,0,0,0,0,0,0,0,0,0,0,"No solution exists.
",0.7837135791778564
1,Sherlock,1,0,1,2,Downtown,1,0,0,2,HomeB,1,0,0,2,Downtown,1,0,0,2,HomeB,0,0,1,Alice,Charlie,0,0,0,0,0,0,0,0,0,0,0,0,"No solution exists.
",0.7897014617919922
